,FAC_NAME,noncomp_count,CWA_FORMAL_ACTION_COUNT,DFR_URL,FAC_LAT,FAC_LONG
16126,HOOD RIVER STP,13,3.0,http://echo.epa.gov/detailed-facility-report?fid=110037765656,45.714008,-121.520296
16899,BAKER CITY WWTP,13,3.0,http://echo.epa.gov/detailed-facility-report?fid=110006618197,44.814419,-117.843443
15226,THE DALLES STP,12,,http://echo.epa.gov/detailed-facility-report?fid=110014169461,45.601496,-121.179408
17142,WARM SPRINGS WWTP,12,,http://echo.epa.gov/detailed-facility-report?fid=110055021453,44.761392,-121.25921
13684,ASHLAND WWTP,11,2.0,http://echo.epa.gov/detailed-facility-report?fid=110006618160,42.213632,-122.714472
4311,SAPA EXTRUSIONS THE DALLES CAST HOUSE,10,,http://echo.epa.gov/detailed-facility-report?fid=110063630977,45.620919,-121.206139
8920,WALLOWA STP,8,1.0,http://echo.epa.gov/detailed-facility-report?fid=110006696441,45.577575,-117.531411
3082,HERMISTON WWTP,8,,http://echo.epa.gov/detailed-facility-report?fid=110058294224,45.861667,-119.3125
2394,HUNTINGTON STP,7,1.0,http://echo.epa.gov/detailed-facility-report?fid=110006696450,44.356229,-117.255677
16553,JOSEPH STP,7,1.0,http://echo.epa.gov/detailed-facility-report?fid=110009817378,45.373071,-117.220194
18870,HEPPNER  STP,7,1.0,http://echo.epa.gov/detailed-facility-report?fid=110006696405,45.364754,-119.564129
2043,PRINEVILLE STP,7,,http://echo.epa.gov/detailed-facility-report?fid=110009817074,44.310061,-120.873846
7727,ONTARIO STP,7,,http://echo.epa.gov/detailed-facility-report?fid=110006618446,44.039378,-117.000862
13514,MEDFORD RWRF,7,,http://echo.epa.gov/detailed-facility-report?fid=110001658448,42.434923,-122.907057
19594,GRANTS PASS STP,7,,http://echo.epa.gov/detailed-facility-report?fid=110045420157,42.429923,-123.343678
13818,HEINZ FROZEN FOOD COMPANY,6,,http://echo.epa.gov/detailed-facility-report?fid=110000488936,44.033053,-116.957188
12567,WARM SPRINGS NATIONAL FISH HATCHERY,5,,http://echo.epa.gov/detailed-facility-report?fid=110045293810,44.86158,-121.245825
16259,BIGGS SERVICE DISTRICT WW TREATMENT,4,1.0,http://echo.epa.gov/detailed-facility-report?fid=110039702612,45.670943,-120.831499
1674,CASCADE LOCKS STP AND WTP,3,1.0,http://echo.epa.gov/detailed-facility-report?fid=110014183427,45.681466,-121.863767
8115,NORTH POWDER  STP,3,1.0,http://echo.epa.gov/detailed-facility-report?fid=110009817519,45.033305,-117.904555
