,FAC_NAME,noncomp_count,CAA_FORMAL_ACTION_COUNT,DFR_URL,FAC_LAT,FAC_LONG
29570,AGC FLAT GLASS N AMERICA INC,12,1.0,http://echo.epa.gov/detailed-facility-report?fid=110003253121,37.70035,-84.26846
17039,ENERSYS RICHMOND,9,2.0,http://echo.epa.gov/detailed-facility-report?fid=110000379279,37.737539,-84.276914
2094,SUD-CHEMIE CHEMICAL PLANT,7,5.0,http://echo.epa.gov/detailed-facility-report?fid=110000378207,38.233611,-85.7755
397,SUPERIOR GRAPHITE,4,2.0,http://echo.epa.gov/detailed-facility-report?fid=110000380711,36.839167,-87.462944
21525,"CLARIANT CORPORATION, LOUISVILLE SOUTH PLANT",4,1.0,http://echo.epa.gov/detailed-facility-report?fid=110000378378,38.17448,-85.74961
19057,CONTINENTAL REFINING CO LLC,3,2.0,http://echo.epa.gov/detailed-facility-report?fid=110000381113,37.0716,-84.6092
19881,GREEN RIVER GATE,3,1.0,http://echo.epa.gov/detailed-facility-report?fid=110059801834,37.387504,-84.867228
29708,CELANESE LTD,3,1.0,http://echo.epa.gov/detailed-facility-report?fid=110009933395,37.043889,-88.3525
25362,AMERICAN SYNTHETIC RUBBER CO,2,3.0,http://echo.epa.gov/detailed-facility-report?fid=110000378546,38.209317,-85.847511
7619,SWIFT & CO,2,2.0,http://echo.epa.gov/detailed-facility-report?fid=110000564764,38.256,-85.72694399999997
32588,HEXION INC.,2,2.0,http://echo.epa.gov/detailed-facility-report?fid=110000378467,38.195278,-85.872222
4610,DOW CORNING CORP,2,1.0,http://echo.epa.gov/detailed-facility-report?fid=110056956511,38.7074,-85.1048
10384,CENTRAL KY LANDFILL,1,1.0,http://echo.epa.gov/detailed-facility-report?fid=110069993101,38.352264,-84.54464
15539,R & S GODWIN TRUCK BODY CO LLC,1,1.0,http://echo.epa.gov/detailed-facility-report?fid=110006017309,37.593909,-82.677803
21139,ZEON CHEMICAL,1,1.0,http://echo.epa.gov/detailed-facility-report?fid=110041978857,38.221946,-85.827115
29166,INDUSTRIAL CONTAINER SERVICES,1,1.0,http://echo.epa.gov/detailed-facility-report?fid=110017416517,38.21393,-85.76471
30624,FLYNN BROTHERS CONTRACTING,1,1.0,http://echo.epa.gov/detailed-facility-report?fid=110015785809,38.1903,-85.69417
3097,MORRIS FORMAN WQTC MSD,1,,http://echo.epa.gov/detailed-facility-report?fid=110000759714,38.232528,-85.829484
16259,BENSON VALLEY LANDFILL GEN PRT,1,,http://echo.epa.gov/detailed-facility-report?fid=110006015702,38.130462,-84.98666
19615,ARKEMA INC,1,,http://echo.epa.gov/detailed-facility-report?fid=110000380061,37.056699,-88.365727
