REGISTRY_ID,FAC_NAME,noncomp_count,CAA_FORMAL_ACTION_COUNT,DFR_URL,FAC_LAT,FAC_LONG
110002478765,COVANTA PLYMOUTH RENEWABLE ENERGY/ PLYMOUTH,11,8.0,http://echo.epa.gov/detailed-facility-report?fid=110002478765,40.09584,-75.31056
110000925492,MONTGOMERY CHEM LTD/CONSHOHOCKEN,11,3.0,http://echo.epa.gov/detailed-facility-report?fid=110000925492,40.086408,-75.314992
110000817572,LUX GLOBAL LABEL CO/LAFAYETTE HILL,8,2.0,http://echo.epa.gov/detailed-facility-report?fid=110000817572,40.08321,-75.279152
110001144654,GEMALTO INC/MONTGOMERYVILLE,7,2.0,http://echo.epa.gov/detailed-facility-report?fid=110001144654,40.213696,-75.22739399999999
110012413076,UPPER MORELAND HATBORO JT SEW AUTH/WILLOW GROVE,5,,http://echo.epa.gov/detailed-facility-report?fid=110012413076,40.156925,-75.108025
110001212303,MUTUAL PHARMACEUTICAL ORTHODOX ST FAC,4,2.0,http://echo.epa.gov/detailed-facility-report?fid=110001212303,40.01863,-75.09271
110000967151,DREXELBROOK ENG,4,1.0,http://echo.epa.gov/detailed-facility-report?fid=110000967151,40.21228,-75.16484
110070492373,MERION INNOVATION I & MERION INNOVATION III LLC,4,1.0,http://echo.epa.gov/detailed-facility-report?fid=110070492373,40.079440000000005,-75.33159
110001064017,MOSS REHAB EINSTEIN AT ELKINS PARK,3,,http://echo.epa.gov/detailed-facility-report?fid=110001064017,40.074669,-75.104607
110000841554,CONSTANTIA COLMAR/HATFIELD TWP,2,2.0,http://echo.epa.gov/detailed-facility-report?fid=110000841554,40.2737,-75.24194
110010316568,GLASGOW INC/MCCOY QUARRY ASPHALT PLTS,2,1.0,http://echo.epa.gov/detailed-facility-report?fid=110010316568,40.095943,-75.335983
110008996088,SWEET OVATIONS LLC/TOMLINSON RD,2,1.0,http://echo.epa.gov/detailed-facility-report?fid=110008996088,40.10475,-75.01579
110000745007,ARCELORMITTAL PLATE LLC CONSHOHOCKEN FACILITY,2,1.0,http://echo.epa.gov/detailed-facility-report?fid=110000745007,40.090953999999996,-75.31707
110000337519,SPRAY PRODUCTS,2,,http://echo.epa.gov/detailed-facility-report?fid=110000337519,40.10564,-75.31501999999999
110000337653,JOHNSON MATTHEY INC,1,3.0,http://echo.epa.gov/detailed-facility-report?fid=110000337653,40.083827,-75.323808
110001145207,GLASGOW SPRINGHOUSE ASPHALT PLT/QUARRY,1,2.0,http://echo.epa.gov/detailed-facility-report?fid=110001145207,40.21107,-75.23501999999999
110034126158,IPX 2201 RENAISSANCE INVESTORS LLC / UPPER MERION TWP,1,1.0,http://echo.epa.gov/detailed-facility-report?fid=110034126158,40.08439,-75.33872
110017799916,CREMATION SOCIETY OF PA,1,1.0,http://echo.epa.gov/detailed-facility-report?fid=110017799916,40.08981,-75.34595
110001069655,UPPER MERION HIGH SCH,1,1.0,http://echo.epa.gov/detailed-facility-report?fid=110001069655,40.0974,-75.37991
110001215854,SWEDE SQUARE CLEANER,1,,http://echo.epa.gov/detailed-facility-report?fid=110001215854,40.145694,-75.318148
