,FAC_NAME,noncomp_count,CWA_FORMAL_ACTION_COUNT,DFR_URL,FAC_LAT,FAC_LONG
7940,GEARY COUNTY S.D. #4,13,1.0,http://echo.epa.gov/detailed-facility-report?fid=110011224987,39.1025,-96.9584
11820,STERLING WASTEWATER PLANT,12,1.0,http://echo.epa.gov/detailed-facility-report?fid=110011226486,38.202741,-98.195165
32194,MOUNDRIDGE SEWER TREATMENT PLANT C/O CITY HALL,12,1.0,http://echo.epa.gov/detailed-facility-report?fid=110010837096,38.2013,-97.51905
34805,WESTERN PLAINS ENERGY LLC,12,,http://echo.epa.gov/detailed-facility-report?fid=110016798768,39.12461,-100.738037
1834,LOUISBURG WASTEWATER PLT #2,11,,http://echo.epa.gov/detailed-facility-report?fid=110011223737,38.62059,-94.68026
26917,GORHAM WASTEWATER PLANT,11,,http://echo.epa.gov/detailed-facility-report?fid=110055366456,38.87311,-99.02855
31158,COLWICH WASTE WATER TREATMENT FACILITY,11,,http://echo.epa.gov/detailed-facility-report?fid=110009966901,37.7788,-97.5539
6933,CHAPMAN WASTEWATER PLANT,10,1.0,http://echo.epa.gov/detailed-facility-report?fid=110011226002,38.9642,-97.0118
22549,LITTLE RIVER WASTE WATER C/O CITY HALL,10,1.0,http://echo.epa.gov/detailed-facility-report?fid=110010837372,38.40019,-98.01087
1258,UNIVERSITY PARK WASTEWATER PLT,10,,http://echo.epa.gov/detailed-facility-report?fid=110006800060,39.371917,-96.716389
14858,NORTON CORRECTIONAL FACILITY,10,,http://echo.epa.gov/detailed-facility-report?fid=110022847455,39.843,-99.809444
17782,OMEGA CONCRETE SYSTEMS,10,,http://echo.epa.gov/detailed-facility-report?fid=110031009771,39.105197,-94.705674
33526,HIAWATHA WASTEWATER PLANT #3,10,,http://echo.epa.gov/detailed-facility-report?fid=110022847650,39.83858,-95.536441
13717,"LARNED, CITY OF",9,2.0,http://echo.epa.gov/detailed-facility-report?fid=110028289830,38.170611,-99.08725
10120,FREDONIA WASTE WATER TREATMENT PLANT C/O CITY HALL,9,1.0,http://echo.epa.gov/detailed-facility-report?fid=110011225735,37.53271,-95.82647
2696,SPRING HILL WASTEWATER PLANT 2,9,,http://echo.epa.gov/detailed-facility-report?fid=110011220687,38.712412,-94.815905
4296,"LOUISBURG, CITY OF LOUISBURG WASTEWATER PLANT #1",9,,http://echo.epa.gov/detailed-facility-report?fid=110009741583,38.625,-94.6885
9679,ST. FRANCIS REDI MIX RICKY L. KRIEGH,9,,http://echo.epa.gov/detailed-facility-report?fid=110055625578,39.770491,-101.812376
17101,CHEROKEE CO RWD #4 WTP,9,,http://echo.epa.gov/detailed-facility-report?fid=110070154796,37.23679,-94.81348
24150,HAMMERSON CORPORATION,9,,http://echo.epa.gov/detailed-facility-report?fid=110070249169,37.92204,-95.342338
