REGISTRY_ID,FAC_NAME,noncomp_count,CWA_FORMAL_ACTION_COUNT,DFR_URL,FAC_LAT,FAC_LONG
110000492173,KODAK PARK DIVISION,13,2.0,http://echo.epa.gov/detailed-facility-report?fid=110000492173,43.197788,-77.629836
110060697438,EASTMAN KODAK COMPANY,13,1.0,http://echo.epa.gov/detailed-facility-report?fid=110060697438,43.196959,-77.628233
110057448016,SATISPIE LLC,13,,http://echo.epa.gov/detailed-facility-report?fid=110057448016,43.09318,-77.61156
110019396553,METALICO,13,,http://echo.epa.gov/detailed-facility-report?fid=110019396553,43.10362,-77.67705
110009479466,ARCONIC,13,,http://echo.epa.gov/detailed-facility-report?fid=110009479466,43.153465999999995,-77.66765
110030924276,WILBERT FUNERAL SERVICES INC,13,,http://echo.epa.gov/detailed-facility-report?fid=110030924276,43.104586,-77.45616
110019610296,BROOKS AVENUE YARD,13,,http://echo.epa.gov/detailed-facility-report?fid=110019610296,43.131547999999995,-77.673281
110030921466,NEW PENN MOTOR EXPRESS INC (19),13,,http://echo.epa.gov/detailed-facility-report?fid=110030921466,43.083259999999996,-77.65111999999999
110019170715,EMPIRE BAY MARINA,13,,http://echo.epa.gov/detailed-facility-report?fid=110019170715,43.17613,-77.52703000000001
110019490264,DOLOMITE PROD CO INC OGDEN QUARRY,13,,http://echo.epa.gov/detailed-facility-report?fid=110019490264,43.16433,-77.80511
110000327922,BODYCOTE THERMAL PROCESSING INC,13,,http://echo.epa.gov/detailed-facility-report?fid=110000327922,43.14995,-77.66631
110006539923,WILBERT'S BUICK AND GM PARTS,13,,http://echo.epa.gov/detailed-facility-report?fid=110006539923,43.187979999999996,-77.40038
110009484717,WALTER W BRADLEY WPCF,11,,http://echo.epa.gov/detailed-facility-report?fid=110009484717,43.260090000000005,-77.41995
110000327799,XEROX JOSEPH C WILSON CTR FOR TECHNOLOGY,11,,http://echo.epa.gov/detailed-facility-report?fid=110000327799,43.227834,-77.411534
110000838513,UNITED REFINING COMPANY-ROCHESTER TERMINAL,10,,http://echo.epa.gov/detailed-facility-report?fid=110000838513,43.140549,-77.665035
110009472427,NW QUADRANT PURE WATERS DIST WWTP,10,,http://echo.epa.gov/detailed-facility-report?fid=110009472427,43.32459,-77.74843
110040726060,WEBSTER WTP AND LAKE STATION,10,,http://echo.epa.gov/detailed-facility-report?fid=110040726060,43.275278,-77.38833299999999
110000616414,J M T PROPERTIES INC,9,,http://echo.epa.gov/detailed-facility-report?fid=110000616414,43.211828999999994,-77.92939100000001
110019532193,RIGA/MILL SEAT LANDFILL,9,,http://echo.epa.gov/detailed-facility-report?fid=110019532193,43.064170000000004,-77.93290999999999
110001134950,BAKER COMMODITIES/STAPPENBECK,8,1.0,http://echo.epa.gov/detailed-facility-report?fid=110001134950,43.159,-77.525
