,FAC_NAME,noncomp_count,CAA_FORMAL_ACTION_COUNT,DFR_URL,FAC_LAT,FAC_LONG
42265,GERRESHEIMER GLASS INC,7,,http://echo.epa.gov/detailed-facility-report?fid=110000432443,41.50998,-87.61883
91988,BASF CHEMICALS,6,1.0,http://echo.epa.gov/detailed-facility-report?fid=110043972207,41.085542,-87.880542
69010,IKO MIDWEST INC,2,1.0,http://echo.epa.gov/detailed-facility-report?fid=110018075946,41.0878,-87.8746
36141,IMPERIAL ZINC CORP,2,,http://echo.epa.gov/detailed-facility-report?fid=110000434879,41.70676,-87.597904
18376,GREENBRIER RAIL SERVICES,1,1.0,http://echo.epa.gov/detailed-facility-report?fid=110001802032,41.504511,-87.614672
54892,ABILITY ENGINEERING,1,1.0,http://echo.epa.gov/detailed-facility-report?fid=110001819676,41.601624,-87.629855
55199,CHICAGO HEIGHTS PROCESSING,1,1.0,http://echo.epa.gov/detailed-facility-report?fid=110070106376,41.48855,-87.61608000000003
57049,PPL UNIVERSITY PARK LLC,1,1.0,http://echo.epa.gov/detailed-facility-report?fid=110015743800,41.443046,-87.751719
68764,NB COATINGS INC,1,1.0,http://echo.epa.gov/detailed-facility-report?fid=110000888718,41.584935,-87.548243
71472,FATO FIBERGLASS CO,1,1.0,http://echo.epa.gov/detailed-facility-report?fid=110001357040,41.111536,-87.965761
76112,ENGINEERED POLYMER SOLUTIONS DBA VALSPAR,1,1.0,http://echo.epa.gov/detailed-facility-report?fid=110000771905,41.515591,-87.62570699999998
86085,ARDEX AMERICAS,1,1.0,http://echo.epa.gov/detailed-facility-report?fid=110018079274,41.15877800000001,-87.86009399999998
93001,AMERICAN SWEETENER CORP,1,1.0,http://echo.epa.gov/detailed-facility-report?fid=110002352472,41.661905,-87.567245
11380,HOLCIM (US) INC,1,,http://echo.epa.gov/detailed-facility-report?fid=110001291423,41.659603,-87.5709
14156,GRANT PARK COOPERATIVE GRAIN CO,1,,http://echo.epa.gov/detailed-facility-report?fid=110010389748,41.239326,-87.643974
19318,REAL ALLOY RECYCLING LLC,1,,http://echo.epa.gov/detailed-facility-report?fid=110000432309,41.505187,-87.617308
21625,NACME STEEL PROCESSING LLC,1,,http://echo.epa.gov/detailed-facility-report?fid=110000434897,41.66138400000001,-87.63264699999998
37626,"KINDER MORGAN LIQUIDS TERMINALS, LLC",1,,http://echo.epa.gov/detailed-facility-report?fid=110009368996,41.669912,-87.579222
46685,WINPAK PORTION PACKAGING,1,,http://echo.epa.gov/detailed-facility-report?fid=110044797761,41.489876,-87.592322
73913,NAPUCK SALVAGE OF WAUPACA LLC,1,,http://echo.epa.gov/detailed-facility-report?fid=110046596750,41.686255,-87.548551
