REGISTRY_ID,FAC_NAME,noncomp_count,RCRA_FORMAL_ACTION_COUNT,DFR_URL,FAC_LAT,FAC_LONG
110013856176,SAN FRANCISCO GENERAL HOSPITAL,12,,http://echo.epa.gov/detailed-facility-report?fid=110013856176,37.756170000000004,-122.40663
110002623796,HUNTERS POINT NAVAL SHIPYARD,3,1.0,http://echo.epa.gov/detailed-facility-report?fid=110002623796,37.72229,-122.36731999999999
110001164249,SCIENTIFIC CLEANERS,0,,http://echo.epa.gov/detailed-facility-report?fid=110001164249,37.782920000000004,-122.46495
110043091301,CCSF- SOUTHEAST WATER POLLUTION CONTROL PLANT,0,,http://echo.epa.gov/detailed-facility-report?fid=110043091301,37.740278,-122.39027800000001
110001153572,SAN FRANCISCO AUTO CTR,0,,http://echo.epa.gov/detailed-facility-report?fid=110001153572,37.771618,-122.38806100000001
110011648020,ROOFTOP ELEMENTARY SCHOOL,0,,http://echo.epa.gov/detailed-facility-report?fid=110011648020,37.754834,-122.444107
110065973986,B & G AUTO REPAIR,0,,http://echo.epa.gov/detailed-facility-report?fid=110065973986,37.73993,-122.3997
110002916382,F. LOFRANO & SON,0,,http://echo.epa.gov/detailed-facility-report?fid=110002916382,37.772143,-122.413675
110008274875,BRITISH & EUROPEAN AUTO SERVICE,0,,http://echo.epa.gov/detailed-facility-report?fid=110008274875,37.771538,-122.410959
110002916863,PIXXON CORP,0,,http://echo.epa.gov/detailed-facility-report?fid=110002916863,37.761061,-122.410078
110002675837,J J AUTO PARTS,0,,http://echo.epa.gov/detailed-facility-report?fid=110002675837,37.775560999999996,-122.43791
110063383976,CVS PHARMACY #10391,0,,http://echo.epa.gov/detailed-facility-report?fid=110063383976,37.8084,-122.41326000000001
110043653329,ACADEMY OF ART UNIVERSITY,0,,http://echo.epa.gov/detailed-facility-report?fid=110043653329,37.79055,-122.41316
110066625450,100 PINE,0,,http://echo.epa.gov/detailed-facility-report?fid=110066625450,37.79247,-122.39891000000001
110065454715,ROSS DRESS FOR LESS #0126,0,,http://echo.epa.gov/detailed-facility-report?fid=110065454715,37.78069,-122.47561
110064384811,SAFEWAY  739,0,,http://echo.epa.gov/detailed-facility-report?fid=110064384811,37.7433,-122.42213000000001
110002941997,H AND P,0,,http://echo.epa.gov/detailed-facility-report?fid=110002941997,37.778290000000005,-122.40279
110000770764,SCHLAGE LOCK COMPANY,0,,http://echo.epa.gov/detailed-facility-report?fid=110000770764,37.71114,-122.4036
110002929163,PARAGON GENERAL CONTRACTORS INC,0,,http://echo.epa.gov/detailed-facility-report?fid=110002929163,37.79255,-122.44098000000001
110021010500,SAN FRANCISCO STATE GARAGE,0,,http://echo.epa.gov/detailed-facility-report?fid=110021010500,37.78226,-122.41828000000001
