REGISTRY_ID,FAC_NAME,noncomp_count,CAA_FORMAL_ACTION_COUNT,DFR_URL,FAC_LAT,FAC_LONG
110000851917,WESTLAND PRINTERS,1,,http://echo.epa.gov/detailed-facility-report?fid=110000851917,39.0934,-76.89936999999999
110001691777,ARNOLD ELEMENTARY SCHOOL,0,,http://echo.epa.gov/detailed-facility-report?fid=110001691777,39.03396,-76.499
110019851356,"GAY, HENRY OLDSMOBILE",0,,http://echo.epa.gov/detailed-facility-report?fid=110019851356,39.076389,-76.865833
110001312008,JACOBSVILLE ANNEX,0,,http://echo.epa.gov/detailed-facility-report?fid=110001312008,39.123709999999996,-76.52539
110001258362,"TOLEDO PLACE, 3198/3227",0,,http://echo.epa.gov/detailed-facility-report?fid=110001258362,38.96927,-76.96301
110001382557,VILLAGE THRIFT,0,,http://echo.epa.gov/detailed-facility-report?fid=110001382557,38.93942,-76.93429
110007259938,CHEMUNG CONSTRUCTION - I95 & RT50,0,,http://echo.epa.gov/detailed-facility-report?fid=110007259938,38.944722,-76.865833
110001788691,LONGFIELDS ELEMENTARY SCHOOL,0,,http://echo.epa.gov/detailed-facility-report?fid=110001788691,38.84498,-76.88048
110019870978,MILLERSVILLE BP,0,,http://echo.epa.gov/detailed-facility-report?fid=110019870978,39.110003000000006,-76.630454
110019861158,BP GAS STATION,0,,http://echo.epa.gov/detailed-facility-report?fid=110019861158,38.867309999999996,-76.89206999999999
110001956937,LONG FENCE,0,,http://echo.epa.gov/detailed-facility-report?fid=110001956937,38.88041,-76.85738
110001789208,"HALPERIN, HERBERT DISTRIB.",0,,http://echo.epa.gov/detailed-facility-report?fid=110001789208,38.924040000000005,-76.92657
110001768864,SAFEWAY STORES - BREAD PLANT,0,,http://echo.epa.gov/detailed-facility-report?fid=110001768864,38.91771,-76.9021
110001791473,SUNOCO GAS STATION,0,,http://echo.epa.gov/detailed-facility-report?fid=110001791473,38.79343,-76.92832
110001257363,XTRA MART,0,,http://echo.epa.gov/detailed-facility-report?fid=110001257363,39.102090000000004,-76.84406
110007370647,CHEVRON,0,,http://echo.epa.gov/detailed-facility-report?fid=110007370647,38.82908,-76.89492
110019855263,S.M. DRY CLEANERS,0,,http://echo.epa.gov/detailed-facility-report?fid=110019855263,38.94599,-76.895329
110012806099,"WHEELER ROAD, 4545",0,,http://echo.epa.gov/detailed-facility-report?fid=110012806099,38.83059,-76.98271
110002021133,SOUTHERN MD GENERAL MAIL FACILITY,0,,http://echo.epa.gov/detailed-facility-report?fid=110002021133,38.881386,-76.849616
110001832517,"AAA RESTORATIONS, INC",0,,http://echo.epa.gov/detailed-facility-report?fid=110001832517,38.931708,-76.930877
