REGISTRY_ID,FAC_NAME,noncomp_count,CWA_FORMAL_ACTION_COUNT,DFR_URL,FAC_LAT,FAC_LONG
110011036173,LINDSAY WASTEWATER TREATMENT,13,,http://echo.epa.gov/detailed-facility-report?fid=110011036173,41.7,-97.6938
110015682162,EAGLE LAKE SUBDIVISION WWTF,13,,http://echo.epa.gov/detailed-facility-report?fid=110015682162,40.80109,-96.44884
110009170431,MADISON WASTE WATER TREATMENT FACILITY,13,,http://echo.epa.gov/detailed-facility-report?fid=110009170431,41.8288,-97.4563
110020568857,"NEBCO, INC -DBA- SOUTH BEND LAKES, INC",13,,http://echo.epa.gov/detailed-facility-report?fid=110020568857,40.99883,-96.23421
110011033773,TEKAMAH WASTEWATER TREATMENT,13,,http://echo.epa.gov/detailed-facility-report?fid=110011033773,41.7675,-96.1945
110045839884,THE PRESERVE AT CROSS CREEK WASTEWATER TREATMENT FACILITY,12,,http://echo.epa.gov/detailed-facility-report?fid=110045839884,40.661395,-96.638959
110011707885,SCRIBNER GRAIN & LUMBER,12,,http://echo.epa.gov/detailed-facility-report?fid=110011707885,41.665099,-96.6666
110006606583,DARLING INGREDIENTS INC,12,,http://echo.epa.gov/detailed-facility-report?fid=110006606583,41.22394,-96.5412
110006579700,GREENWOOD BURN SITE,12,,http://echo.epa.gov/detailed-facility-report?fid=110006579700,40.969238,-96.4444
110009841010,HUMPHREY WASTEWATER TREATMENT,12,,http://echo.epa.gov/detailed-facility-report?fid=110009841010,41.6981,-97.4811
110016693791,PST LIVESTOCK TRUCK WASH,12,,http://echo.epa.gov/detailed-facility-report?fid=110016693791,41.69655,-97.46
110028118757,"ALTEN, LLC.",11,2.0,http://echo.epa.gov/detailed-facility-report?fid=110028118757,41.197140000000005,-96.4808
110006611773,DAVID CITY WASTEWATER TREATMENT FACILITY,11,1.0,http://echo.epa.gov/detailed-facility-report?fid=110006611773,41.244075,-97.138189
110006603274,WOODLAND HILLS DEVELOPMENT,11,,http://echo.epa.gov/detailed-facility-report?fid=110006603274,40.75183,-96.42506999999999
110008936713,LOGAN VIEW JR-SR HIGH SCHOOL,11,,http://echo.epa.gov/detailed-facility-report?fid=110008936713,41.652977,-96.5035
110039835499,PLATTSMOUTH BURN SITE,11,,http://echo.epa.gov/detailed-facility-report?fid=110039835499,41.01105,-95.8761
110001514745,WAHOO POWER PLANT,11,,http://echo.epa.gov/detailed-facility-report?fid=110001514745,41.211968,-96.6121
110033200818,TODD'S BBI,11,,http://echo.epa.gov/detailed-facility-report?fid=110033200818,41.8294,-97.45501
110020151832,MIDLANDS FINANCIAL BENEFITS,11,,http://echo.epa.gov/detailed-facility-report?fid=110020151832,40.73936,-96.60885
110006608439,HICKMAN WASTEWATER TREATMENT FACILITY,11,,http://echo.epa.gov/detailed-facility-report?fid=110006608439,40.62511,-96.63934
