REGISTRY_ID,FAC_NAME,noncomp_count,RCRA_FORMAL_ACTION_COUNT,DFR_URL,FAC_LAT,FAC_LONG
110000847344,U OF M - SAINT PAUL CAMPUS,12,1.0,http://echo.epa.gov/detailed-facility-report?fid=110000847344,44.982904,-93.185526
110000424247,HB FULLER PILOT FACILITY,12,,http://echo.epa.gov/detailed-facility-report?fid=110000424247,45.04575,-93.05624
110000424354,EVOQUA WATER TECHNOLOGIES LLC,9,,http://echo.epa.gov/detailed-facility-report?fid=110000424354,45.01805,-93.20266
110003731828,AVEKA INC,7,,http://echo.epa.gov/detailed-facility-report?fid=110003731828,44.918777,-92.97316500000001
110043813816,"ST. PAUL PARK REFINING COMPANY, LLC",4,,http://echo.epa.gov/detailed-facility-report?fid=110043813816,44.850583,-93.002139
110003745396,945 WEST PIERCE BUTLER ROUTE,3,,http://echo.epa.gov/detailed-facility-report?fid=110003745396,44.96555,-93.14010999999999
110006416137,CARLEY FOUNDRY INC,2,,http://echo.epa.gov/detailed-facility-report?fid=110006416137,45.12187,-93.19879
110006056668,"ST. JUDE MEDICAL, INC.",2,,http://echo.epa.gov/detailed-facility-report?fid=110006056668,45.02369,-93.09490100000001
110001444526,RAYVEN INC,2,,http://echo.epa.gov/detailed-facility-report?fid=110001444526,44.95402,-93.15171
110007631697,HOOD PACKAGING CORP - ARDEN HILLS,2,,http://echo.epa.gov/detailed-facility-report?fid=110007631697,45.06993,-93.1814
110000424452,GERDAU AMERISTEEL ST PAUL MILL,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110000424452,44.890935999999996,-93.01087700000001
110020701329,HEALTHEAST ROSELAWN CLINIC,0,,http://echo.epa.gov/detailed-facility-report?fid=110020701329,45.00159,-93.08742
110003934315,A1 DRAIN OIL - ST PAUL,0,,http://echo.epa.gov/detailed-facility-report?fid=110003934315,44.9768,-93.15682
110008837651,METRO COUNCIL - EAST METRO TRANSIT,0,,http://echo.epa.gov/detailed-facility-report?fid=110008837651,44.96474,-93.08851999999999
110003833175,LEWIS CHIROPRACTIC HEALTH CENTER,0,,http://echo.epa.gov/detailed-facility-report?fid=110003833175,44.970893,-93.126307
110070246337,COMCAST,0,,http://echo.epa.gov/detailed-facility-report?fid=110070246337,45.074482,-93.147326
110003853321,ARDEN SHOREVIEW ANIMAL HOSPITAL,0,,http://echo.epa.gov/detailed-facility-report?fid=110003853321,45.04242,-93.20747
110003905089,PROEX PHOTO & PORTRAIT STILL,0,,http://echo.epa.gov/detailed-facility-report?fid=110003905089,45.038225,-92.84094
110007627229,PADELFORD PACKET BOAT CO INC,0,,http://echo.epa.gov/detailed-facility-report?fid=110007627229,45.0461,-93.14347
110070664787,BIX PRODUCE,0,,http://echo.epa.gov/detailed-facility-report?fid=110070664787,45.03355,-93.08694
