,FAC_NAME,noncomp_count,CWA_FORMAL_ACTION_COUNT,DFR_URL,FAC_LAT,FAC_LONG
1244,TAUNTON WASTEWATER TREATMENT FACILITY,13,1.0,http://echo.epa.gov/detailed-facility-report?fid=110000732654,41.87435,-71.09723000000002
25816,SOMERSET WATER POLLUTION CONTROL FACILITY,13,,http://echo.epa.gov/detailed-facility-report?fid=110022329005,41.7175,-71.16888900000002
17608,ENGINEERED MATERIALS SOLUTIONS INC,12,,http://echo.epa.gov/detailed-facility-report?fid=110003502193,41.950328000000006,-71.27188000000002
618,SWANSEA WATER DISTRICT-VINNICUM FILTRATION PLANT,11,1.0,http://echo.epa.gov/detailed-facility-report?fid=110035856455,41.7705,-71.24611999999998
2287,R+L CARRIERS PROVIDENCE SERVICE CENTER,11,,http://echo.epa.gov/detailed-facility-report?fid=110066913282,41.88443,-71.32229
5330,FORTIER BOATS INC,11,,http://echo.epa.gov/detailed-facility-report?fid=110024303092,41.71914,-71.16566999999998
12139,TAUNTON MUNICIPAL LIGHTING CLEARY PLANT,11,,http://echo.epa.gov/detailed-facility-report?fid=110000312064,41.865217,-71.10597
13703,CLARK CUTLER MCDERMOTT,11,,http://echo.epa.gov/detailed-facility-report?fid=110001949492,42.08238,-71.407
14135,M.S.COMPANY,11,,http://echo.epa.gov/detailed-facility-report?fid=110009585797,41.9392,-71.27717
20175,HOPEDALE LANDFILL,11,,http://echo.epa.gov/detailed-facility-report?fid=110069227964,42.12078,-71.51326999999998
33711,MILFORD WASTEWATER TREATMENT FACILITY,11,,http://echo.epa.gov/detailed-facility-report?fid=110006618874,42.11925,-71.5078
36645,STRATEGIC MATERIALS INC,11,,http://echo.epa.gov/detailed-facility-report?fid=110043465078,42.07234,-71.42016
20511,TWEAVE STRETCH WOVEN FABRICS,10,1.0,http://echo.epa.gov/detailed-facility-report?fid=110024377618,41.946176,-71.201622
12542,MANSFIELD WATER POLLUTION CONTROL FACILITY,10,,http://echo.epa.gov/detailed-facility-report?fid=110006618856,41.951935,-71.145916
21562,RIVERSIDE CARHOUSE,10,,http://echo.epa.gov/detailed-facility-report?fid=110064865604,42.33571,-71.25255600000001
32329,TAUNTON TOWN OF MUNI LIGHT PLA,10,,http://echo.epa.gov/detailed-facility-report?fid=110024570533,41.899853,-71.092247
34681,MEDFIELD WASTEWATER TREATMENT FACILITY,9,2.0,http://echo.epa.gov/detailed-facility-report?fid=110038211869,42.190808,-71.33502800000002
13643,EMERALD SQUARE MALL,9,,http://echo.epa.gov/detailed-facility-report?fid=110064646851,41.943033,-71.34780699999997
14804,BENJAMIN MOORE PAINT,9,,http://echo.epa.gov/detailed-facility-report?fid=110041973941,42.14703,-71.51706999999998
24733,RECYCLING AND DISPOSAL FACILITY,8,,http://echo.epa.gov/detailed-facility-report?fid=110066886123,42.29262,-71.27166
