,FAC_NAME,noncomp_count,CWA_FORMAL_ACTION_COUNT,DFR_URL,FAC_LAT,FAC_LONG
33526,HIAWATHA WASTEWATER PLANT #3,10,,http://echo.epa.gov/detailed-facility-report?fid=110022847650,39.83858,-95.536441
10120,FREDONIA WASTE WATER TREATMENT PLANT C/O CITY HALL,9,1.0,http://echo.epa.gov/detailed-facility-report?fid=110011225735,37.53271,-95.82647
17101,CHEROKEE CO RWD #4 WTP,9,,http://echo.epa.gov/detailed-facility-report?fid=110070154796,37.23679,-94.81348
29417,HORTON WASTEWATER PLANT,9,,http://echo.epa.gov/detailed-facility-report?fid=110006800033,39.652827,-95.545637
31131,WESTWOOD ESTATES,9,,http://echo.epa.gov/detailed-facility-report?fid=110009966395,37.39672,-94.73944
7964,KICKAPOO TRIBE TRADING POST,8,,http://echo.epa.gov/detailed-facility-report?fid=110017702020,39.665194,-95.639694
12717,LECOMPTON CITY OF STP,8,,http://echo.epa.gov/detailed-facility-report?fid=110010837283,39.04417,-95.39443
34301,YATES CENTER WASTEWATER PLANT,8,,http://echo.epa.gov/detailed-facility-report?fid=110017466605,37.86899,-95.73046
5029,CANEY WATER PLANT,7,,http://echo.epa.gov/detailed-facility-report?fid=110022847918,37.029222,-95.954139
5978,MAPLE RIDGE PARK,7,,http://echo.epa.gov/detailed-facility-report?fid=110009967679,37.880825,-94.71352
14749,WINCHESTER WASTE WATER TREATMENT FACILITY C/O CITY HALL,7,,http://echo.epa.gov/detailed-facility-report?fid=110009741681,39.31941,-95.26968
22606,EUDORA WASTEWATER PLANT,7,,http://echo.epa.gov/detailed-facility-report?fid=110011220927,38.9468,-95.1052
27600,POMONA WASTE WATER TREATMENT FACILITY C/O CITY HALL,7,,http://echo.epa.gov/detailed-facility-report?fid=110009968026,38.60698,-95.454462
30770,KICKAPOO TRIBE IN KANSAS,7,,http://echo.epa.gov/detailed-facility-report?fid=110017701496,39.667552,-95.639134
22288,COFFEYVILLE RESOURCES REFINING & MARKETING,6,2.0,http://echo.epa.gov/detailed-facility-report?fid=110013703206,37.047556,-95.606106
27961,PARSONS WWTP,6,2.0,http://echo.epa.gov/detailed-facility-report?fid=110066936506,37.34038,-95.260792
32357,CANEY SEWER TREATMENT PLANT,6,2.0,http://echo.epa.gov/detailed-facility-report?fid=110011226262,37.0101,-95.9485
2955,"IOLA, CITY OF",6,,http://echo.epa.gov/detailed-facility-report?fid=110039405097,37.903972,-95.418194
8362,ATCHISON WASTEWATER PLANT,6,,http://echo.epa.gov/detailed-facility-report?fid=110039996083,39.56072,-95.14536
10782,SOLDIER CITY OF WASTE WATER TREATMENT PLANT,6,,http://echo.epa.gov/detailed-facility-report?fid=110009967633,39.5328,-95.9619
