,FAC_NAME,noncomp_count,RCRA_FORMAL_ACTION_COUNT,DFR_URL,FAC_LAT,FAC_LONG
9960,CHANNEL CHEMICAL CORPORATION,12,1.0,http://echo.epa.gov/detailed-facility-report?fid=110000537893,30.433346000000004,-89.081322
12180,"SEQUA CORPORATION, DBA PRECOAT METALS",12,1.0,http://echo.epa.gov/detailed-facility-report?fid=110000376879,32.166686,-90.262797
4607,PRIMETALS TECHNOLOGIES USA LLC,12,,http://echo.epa.gov/detailed-facility-report?fid=110040528159,33.455073,-88.582955
7156,GARDEN PARK MEDICAL CENTER,12,,http://echo.epa.gov/detailed-facility-report?fid=110045352694,30.44203,-89.09373000000002
14341,HERCULES INC,12,,http://echo.epa.gov/detailed-facility-report?fid=110000377093,31.335889,-89.307333
14427,"CITE ARMORED, INC.",12,,http://echo.epa.gov/detailed-facility-report?fid=110058219388,34.75065900000001,-89.43799999999997
11442,"SAFETY KLEEN SYSTEMS, INC.",11,2.0,http://echo.epa.gov/detailed-facility-report?fid=110000376771,32.35418,-90.25629
12277,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,11,,http://echo.epa.gov/detailed-facility-report?fid=110002224959,32.327139,-90.173306
8749,JINDAL TUBULAR USA LLC,8,1.0,http://echo.epa.gov/detailed-facility-report?fid=110058313640,30.231761,-89.575436
2685,STEEL DYNAMICS INC FLAT ROLL GROUP COLUMBUS DIV,7,1.0,http://echo.epa.gov/detailed-facility-report?fid=110041596902,33.443806,-88.575611
8646,HOLCIM (US) INC - ARTESIA PLANT,7,,http://echo.epa.gov/detailed-facility-report?fid=110000377707,33.3642,-88.6345
4570,TEIKURO CORPORATION,6,,http://echo.epa.gov/detailed-facility-report?fid=110030765018,32.4,-88.616667
11956,SABIC INNOVATIVE PLASTICS - BAY ST. LOUIS,6,,http://echo.epa.gov/detailed-facility-report?fid=110000607610,30.216056,-89.575417
2281,SUPERIOR BOAT WORKS INC,5,,http://echo.epa.gov/detailed-facility-report?fid=110007647779,33.28468,-91.01969
2292,MERIDIAN ONE HOUR CLEANERS INC,5,,http://echo.epa.gov/detailed-facility-report?fid=110001473245,32.366170000000004,-88.7004
4404,MORTON INTL INC (MPM),5,,http://echo.epa.gov/detailed-facility-report?fid=110069446219,30.4281,-88.51321
5095,FIRST CHEMICAL CORP,5,,http://echo.epa.gov/detailed-facility-report?fid=110014329994,30.355278,-88.49494399999998
2568,WATERWAYS EXPERIMENT STATION,4,1.0,http://echo.epa.gov/detailed-facility-report?fid=110000615068,32.3035,-90.873583
11477,HYBRID PLASTICS INC,4,,http://echo.epa.gov/detailed-facility-report?fid=110020742810,31.26235,-89.25910999999998
6229,MUELLER CASTING COMPANY INC,3,1.0,http://echo.epa.gov/detailed-facility-report?fid=110064351552,34.2512,-88.4087
