REGISTRY_ID,FAC_NAME,noncomp_count,RCRA_FORMAL_ACTION_COUNT,DFR_URL,FAC_LAT,FAC_LONG
110002232922,HIGHLAND INDUSTRIES INC,3,1.0,http://echo.epa.gov/detailed-facility-report?fid=110002232922,34.694621999999995,-79.915359
110012630108,ATLANTIC SHUTTER SYSTEMS,3,1.0,http://echo.epa.gov/detailed-facility-report?fid=110012630108,34.345693,-79.42470300000001
110000353448,3V INC,3,,http://echo.epa.gov/detailed-facility-report?fid=110000353448,33.362221999999996,-79.38305600000001
110040101653,JOHNSON CONTROLS BATTERY GROUP INC,2,3.0,http://echo.epa.gov/detailed-facility-report?fid=110040101653,34.157461,-79.57135600000001
110000353723,ESAB WELDING AND CUTTING PRODUCTS,2,2.0,http://echo.epa.gov/detailed-facility-report?fid=110000353723,34.188303999999995,-79.850289
110001674858,FRAZIER INDUSTRIAL COMPANY,2,1.0,http://echo.epa.gov/detailed-facility-report?fid=110001674858,34.206389,-80.02194399999999
110000492770,KOPPERS INDUSTRIES INCORPORATED,2,1.0,http://echo.epa.gov/detailed-facility-report?fid=110000492770,34.2022,-79.7229
110013297360,TECHNO STEEL LLC,2,1.0,http://echo.epa.gov/detailed-facility-report?fid=110013297360,34.26827,-79.85056
110001666929,GRAND STRAND REGIONAL MEDICAL CENTER,2,,http://echo.epa.gov/detailed-facility-report?fid=110001666929,33.754613,-78.817041
110060283919,HARBOR FREIGHT TOOLS USA DBA HARBOR FREIGHT TOOLS DISTRIBUTION,2,,http://echo.epa.gov/detailed-facility-report?fid=110060283919,34.416582,-79.413878
110000747666,BENETEAU GROUP MANUFACTURING,2,,http://echo.epa.gov/detailed-facility-report?fid=110000747666,34.17156,-79.42336
110001675722,IRIX PHARMACEUTICALS INC,2,,http://echo.epa.gov/detailed-facility-report?fid=110001675722,34.1978,-79.8478
110045562164,CVS PHARMACY 8936,2,,http://echo.epa.gov/detailed-facility-report?fid=110045562164,33.58665,-79.05219
110044992924,TARGET STORE 0963,2,,http://echo.epa.gov/detailed-facility-report?fid=110044992924,33.71363,-78.89508000000001
110000353867,STANLEY WORKS INC TOOLS DIV,2,,http://echo.epa.gov/detailed-facility-report?fid=110000353867,34.682168,-79.89456899999999
110000353849,CROWN BEVERAGE PACKAGING,2,,http://echo.epa.gov/detailed-facility-report?fid=110000353849,34.68367,-79.89371
110036045464,DARLINGTON COUNTY INSTITUTE OF TECHNOLOGY,2,,http://echo.epa.gov/detailed-facility-report?fid=110036045464,34.301687,-79.931005
110066985622,CVS PHARMACY 2353,2,,http://echo.epa.gov/detailed-facility-report?fid=110066985622,34.159890000000004,-79.75522
110045989720,CVS PHARMACY 7040,2,,http://echo.epa.gov/detailed-facility-report?fid=110045989720,33.883268,-78.68722
110000740805,AVM INC,2,,http://echo.epa.gov/detailed-facility-report?fid=110000740805,34.196079,-79.31028
