REGISTRY_ID,FAC_NAME,noncomp_count,RCRA_FORMAL_ACTION_COUNT,DFR_URL,FAC_LAT,FAC_LONG
110001085897,UNGERER & CO/BETHLEHEM PLT,11,,http://echo.epa.gov/detailed-facility-report?fid=110001085897,40.67734,-75.38279
110000335085,AERCCOM INC,7,,http://echo.epa.gov/detailed-facility-report?fid=110000335085,40.567479999999996,-75.47848
110000618528,BETHLEHEM APPARATUS CO INC,6,1.0,http://echo.epa.gov/detailed-facility-report?fid=110000618528,40.62628,-75.35455999999999
110018493334,L&M FABRICATION & MACHINE INC/ EAST ALLEN,6,,http://echo.epa.gov/detailed-facility-report?fid=110018493334,40.69843,-75.39264
110000334932,BETHLEHEM APPARATUS CO INC,4,1.0,http://echo.epa.gov/detailed-facility-report?fid=110000334932,40.58128,-75.34289
110000818134,FEDCHEM LLC/BETHLEHEM,3,,http://echo.epa.gov/detailed-facility-report?fid=110000818134,40.689783,-75.365004
110000338206,GLEN-GERY CORP MID ATLANTIC PLANT,3,,http://echo.epa.gov/detailed-facility-report?fid=110000338206,40.48845,-75.96433
110006117898,JOHN M HILL MACH CO,3,,http://echo.epa.gov/detailed-facility-report?fid=110006117898,40.5277,-75.90047
110000603918,MATERION BRUSH INC,3,,http://echo.epa.gov/detailed-facility-report?fid=110000603918,40.49,-75.96055600000001
110005972260,PRAXAIR DISTRIBUTION MID ATLANTIC LLC (DBA GTS-WELCO),3,,http://echo.epa.gov/detailed-facility-report?fid=110005972260,40.617696,-75.335358
110001038029,FRAGRANCE MANUFACTURING INC,2,,http://echo.epa.gov/detailed-facility-report?fid=110001038029,40.66217,-75.43623000000001
110016715599,HEALTH NETWORK LABS,2,,http://echo.epa.gov/detailed-facility-report?fid=110016715599,40.6379,-75.45333000000001
110038164580,AIR PROD & CHEM INC/TREXLERTOWN PLT,2,,http://echo.epa.gov/detailed-facility-report?fid=110038164580,40.55072,-75.5974
110001135218,ATLAS MINERALS & CHEMICALS INC,2,,http://echo.epa.gov/detailed-facility-report?fid=110001135218,40.504444,-75.667222
110000335209,PRIOR COATED METALS,2,,http://echo.epa.gov/detailed-facility-report?fid=110000335209,40.56691,-75.47795
110044831331,THERMO FISHER SCIENTIFIC,2,,http://echo.epa.gov/detailed-facility-report?fid=110044831331,40.710879999999996,-75.38938
110000338224,POST PRECISION CASTINGS INC,1,,http://echo.epa.gov/detailed-facility-report?fid=110000338224,40.491346,-76.183516
110012212453,V & S LEBANON GALVANIZING/JONESTOWN,1,,http://echo.epa.gov/detailed-facility-report?fid=110012212453,40.44679,-76.52891
110006538103,IWCO DIRECT TWIN LLC/HAMBURG,1,,http://echo.epa.gov/detailed-facility-report?fid=110006538103,40.56263,-76.00161
110001019031,PENSKE TRUCK LEASING LP,0,,http://echo.epa.gov/detailed-facility-report?fid=110001019031,40.57748,-75.48076999999999
