REGISTRY_ID,FAC_NAME,noncomp_count,RCRA_FORMAL_ACTION_COUNT,DFR_URL,FAC_LAT,FAC_LONG
110044263668,THATCHER CHEMICAL OF FLORIDA,7,2.0,http://echo.epa.gov/detailed-facility-report?fid=110044263668,27.634201,-82.534802
110070594183,AMERICAN PHOTONICS,7,1.0,http://echo.epa.gov/detailed-facility-report?fid=110070594183,27.42332,-82.54044
110031376115,TROJAN FLORIDA POWDER COATING,5,1.0,http://echo.epa.gov/detailed-facility-report?fid=110031376115,27.405083,-82.548281
110013287745,TELTRONICS,4,1.0,http://echo.epa.gov/detailed-facility-report?fid=110013287745,27.422908000000003,-82.53678199999999
110002526598,AMERICAN TORCH TIP COMPANY INC,4,1.0,http://echo.epa.gov/detailed-facility-report?fid=110002526598,27.430573,-82.527298
110017384052,"FAIRCHILD-WESTON SYSTEMS, INC.",4,,http://echo.epa.gov/detailed-facility-report?fid=110017384052,27.338075,-82.451339
110043307604,TELTRONICS INC,2,,http://echo.epa.gov/detailed-facility-report?fid=110043307604,27.579929999999997,-82.53843
110001415834,COURTESY CLEANERS LLC,2,,http://echo.epa.gov/detailed-facility-report?fid=110001415834,27.495509999999996,-82.59637
110007447067,FUSION POWDER COATING,2,,http://echo.epa.gov/detailed-facility-report?fid=110007447067,27.419557,-82.53939100000001
110012549956,PERSONAL TOUCH DRY CLEAN,2,,http://echo.epa.gov/detailed-facility-report?fid=110012549956,27.42251,-82.577116
110070112481,AMAZON.COM SERVICES LLC DSR1,1,,http://echo.epa.gov/detailed-facility-report?fid=110070112481,27.58045,-82.5346
110070515747,MALIBU CLEANERS,1,,http://echo.epa.gov/detailed-facility-report?fid=110070515747,27.26933,-82.488196
110008322635,COX CHEVROLET,1,,http://echo.epa.gov/detailed-facility-report?fid=110008322635,27.462509999999998,-82.59023
110061173661,LOWES NE SARASOTA FL #1935,1,,http://echo.epa.gov/detailed-facility-report?fid=110061173661,27.33802,-82.45329
110000365300,"PIERCE MANUFACTURING, INC.",1,,http://echo.epa.gov/detailed-facility-report?fid=110000365300,27.46586,-82.54653
110006390878,GLUECK'S AUTO PARTS INC,1,,http://echo.epa.gov/detailed-facility-report?fid=110006390878,27.211209999999998,-82.46875
110000365328,TROPICANA MANUFACTURING CO INC,1,,http://echo.epa.gov/detailed-facility-report?fid=110000365328,27.487023999999998,-82.55116600000001
110061186531,LOWES OF BRADENTON FL #772,1,,http://echo.epa.gov/detailed-facility-report?fid=110061186531,27.44404,-82.46098
110032985964,CORTEC BIOTECHNOLOGY,1,,http://echo.epa.gov/detailed-facility-report?fid=110032985964,27.426405,-82.533929
110061254636,LOWES OF NORTH PORT FL #2727,1,,http://echo.epa.gov/detailed-facility-report?fid=110061254636,27.042009999999998,-82.22615
