REGISTRY_ID,FAC_NAME,noncomp_count,CWA_FORMAL_ACTION_COUNT,DFR_URL,FAC_LAT,FAC_LONG
110066264633,CENTRAL METAL INC.,13,,http://echo.epa.gov/detailed-facility-report?fid=110066264633,34.016833,-118.239645
110070088381,BMW MERCEDES WORLD INC,13,,http://echo.epa.gov/detailed-facility-report?fid=110070088381,34.07656,-118.21265
110070088356,OUTFRONT MEDIA,13,,http://echo.epa.gov/detailed-facility-report?fid=110070088356,34.0619,-118.21406
110001153162,FANSTEEL CA DROP FORGE,13,,http://echo.epa.gov/detailed-facility-report?fid=110001153162,34.061424,-118.23481000000001
110006783846,STERLING AMBASSADOR TOWERS,12,,http://echo.epa.gov/detailed-facility-report?fid=110006783846,34.0601,-118.3009
110057768232,GROVER PRODUCTS CO.,11,,http://echo.epa.gov/detailed-facility-report?fid=110057768232,34.01878,-118.20416000000002
110070085808,UNIVERSAL SCRAP METAL RECYCLING,11,,http://echo.epa.gov/detailed-facility-report?fid=110070085808,34.01651,-118.19973
110070090872,CENTRAL CITY PALLETS INC,10,,http://echo.epa.gov/detailed-facility-report?fid=110070090872,34.02793,-118.23328000000001
110070094973,25TH STREET,9,,http://echo.epa.gov/detailed-facility-report?fid=110070094973,34.01583,-118.23321999999999
110002833685,R  N PROPERTY,9,,http://echo.epa.gov/detailed-facility-report?fid=110002833685,34.01883,-118.19758999999999
110070088510,CENTRAL LA RECYCLING  TRANSFER STATION,9,,http://echo.epa.gov/detailed-facility-report?fid=110070088510,34.019020000000005,-118.23358999999999
110070088414,A BEST AUTO WRECKING,9,,http://echo.epa.gov/detailed-facility-report?fid=110070088414,34.054159999999996,-118.2235
110070091456,ARROWHEAD BRASS  PLUMBING,7,,http://echo.epa.gov/detailed-facility-report?fid=110070091456,34.07233,-118.17388999999999
110002933764,"METAL FINISHING MARKETER, INC.",7,,http://echo.epa.gov/detailed-facility-report?fid=110002933764,34.01717,-118.19951999999999
110064959521,APACHE AUTO WRECKING,7,,http://echo.epa.gov/detailed-facility-report?fid=110064959521,34.05455,-118.22415
110070092210,ACTIVE RECYCLING CENTER 4,6,,http://echo.epa.gov/detailed-facility-report?fid=110070092210,34.075340000000004,-118.16085
110070227806,UNLIMITED SCRAP METALS CORPORATION,6,,http://echo.epa.gov/detailed-facility-report?fid=110070227806,34.01764,-118.21933
110070096462,BEYOND RECYCLING INC,5,,http://echo.epa.gov/detailed-facility-report?fid=110070096462,34.04659,-118.22755
110009556284,INDUSTRIAL SERVICE OIL CO INC,4,,http://echo.epa.gov/detailed-facility-report?fid=110009556284,34.018159999999995,-118.2201
110070090684,GRAND CENTRAL USED AUTO PARTS,1,,http://echo.epa.gov/detailed-facility-report?fid=110070090684,34.067479999999996,-118.2192
