,FAC_NAME,noncomp_count,CAA_FORMAL_ACTION_COUNT,DFR_URL,FAC_LAT,FAC_LONG
14917,"TEXAS EASTERN TRANSMISSION, LP",12,,http://echo.epa.gov/detailed-facility-report?fid=110007283652,40.424444,-85.580833
6128,COUNTRYMARK REFINING & LOGISTICS LLC,8,1.0,http://echo.epa.gov/detailed-facility-report?fid=110000396385,40.04213,-86.22216999999998
18092,AMERICAN WOODMARK CORPORATION,5,1.0,http://echo.epa.gov/detailed-facility-report?fid=110001678024,40.478464,-85.573797
11147,GREENVILLE TECHNOLOGY INC,5,,http://echo.epa.gov/detailed-facility-report?fid=110055148022,40.040398,-85.732147
18085,NESTLE USA INC BEVERAGE DIV,5,,http://echo.epa.gov/detailed-facility-report?fid=110033155920,40.03987100000001,-85.746274
2147,HARDING MATERIALS LLC,4,1.0,http://echo.epa.gov/detailed-facility-report?fid=110001351643,39.926935,-86.080873
41000,HARTSON KENNEDY CABINET TOP COMPANY INC,4,1.0,http://echo.epa.gov/detailed-facility-report?fid=110000401583,40.5414,-85.6672
44127,ST VINCENT HOSP & HEALTH CARE CTR,3,1.0,http://echo.epa.gov/detailed-facility-report?fid=110001351769,39.911851,-86.195134
11218,NOVIPAX LLC,2,1.0,http://echo.epa.gov/detailed-facility-report?fid=110000578429,39.910041,-86.259159
25726,NEW INDY HARTFORD CITY LLC,2,,http://echo.epa.gov/detailed-facility-report?fid=110000493868,40.446861,-85.360361
32907,MAYCO INTERNATIONAL,2,,http://echo.epa.gov/detailed-facility-report?fid=110000402742,40.460624,-85.385949
16569,"HEARTLAND SWEETENERS, LLC",1,2.0,http://echo.epa.gov/detailed-facility-report?fid=110058782848,39.90703,-86.23696
27584,CENTRAL INDIANA ETHANOL LLC,1,2.0,http://echo.epa.gov/detailed-facility-report?fid=110030482047,40.56492,-85.72771999999998
4886,MOFAB INC.,1,1.0,http://echo.epa.gov/detailed-facility-report?fid=110055445488,40.10165,-85.68726
13313,ATLAS FOUNDRY CO INC,1,1.0,http://echo.epa.gov/detailed-facility-report?fid=110045449261,40.565905,-85.68244
41769,"E & B PAVING, INC",1,1.0,http://echo.epa.gov/detailed-facility-report?fid=110001366806,40.01088,-86.03269
522,CITIZENS WATER - WHITE RIVER NORTH,1,,http://echo.epa.gov/detailed-facility-report?fid=110055613313,39.961,-86.055417
8550,KING SYSTEM CORPORATION (AMBU),1,,http://echo.epa.gov/detailed-facility-report?fid=110024447133,40.00442,-86.00565
12293,3M - HARTFORD CITY,1,,http://echo.epa.gov/detailed-facility-report?fid=110000402733,40.450051,-85.355891
15754,PENDLETON CORRECTIONAL FACILITY,1,,http://echo.epa.gov/detailed-facility-report?fid=110007362353,39.982,-85.7585
