REGISTRY_ID,FAC_NAME,noncomp_count,CAA_FORMAL_ACTION_COUNT,DFR_URL,FAC_LAT,FAC_LONG
110009544671,VASCO ROAD SANITARY LANDFILL,7,5.0,http://echo.epa.gov/detailed-facility-report?fid=110009544671,37.7531,-121.7229
110000831404,ALTAMONT LANDFILL AND RESOURCE RECOVERY FACILITY,1,4.0,http://echo.epa.gov/detailed-facility-report?fid=110000831404,37.753333000000005,-121.64861100000002
110066085701,"SAN FRANCISCO PIPE & TUBE BENDING, INC.",0,,http://echo.epa.gov/detailed-facility-report?fid=110066085701,37.64369,-122.13006999999999
110001155909,SELECT COLD STORAGE,0,,http://echo.epa.gov/detailed-facility-report?fid=110001155909,37.66523,-122.09992
110039570540,RUSSELL CITY ENERGY CENTER LLC,0,,http://echo.epa.gov/detailed-facility-report?fid=110039570540,37.634111,-122.133118
110001174443,INJEX INDUSTRIES,0,,http://echo.epa.gov/detailed-facility-report?fid=110001174443,37.61919,-122.05053999999998
110000483619,US PIPE & FOUNDRY CO LLC,0,,http://echo.epa.gov/detailed-facility-report?fid=110000483619,37.605990000000006,-122.04236999999999
110022291394,DUBLIN ICELAND,0,,http://echo.epa.gov/detailed-facility-report?fid=110022291394,37.7039,-121.93643999999999
110001150717,E&J AUTO WRECKERS,0,,http://echo.epa.gov/detailed-facility-report?fid=110001150717,37.65076,-122.14232
110010132533,MISSION VALLEY ROCK COMPANY,0,,http://echo.epa.gov/detailed-facility-report?fid=110010132533,37.575903000000004,-121.88004699999999
110002866266,HAYWARD FORD,0,,http://echo.epa.gov/detailed-facility-report?fid=110002866266,37.655770000000004,-122.07058
110001175932,BUILTRIGHT CONSTRUCTION,0,,http://echo.epa.gov/detailed-facility-report?fid=110001175932,37.66148,-122.08045
110000610358,USDOE LAWRENCE LIVERMORE NATIONAL LABORATORY,0,,http://echo.epa.gov/detailed-facility-report?fid=110000610358,37.644306,-121.57666699999999
110039596746,AMERICAN AUTO DISMANTLERS,0,,http://echo.epa.gov/detailed-facility-report?fid=110039596746,37.63803,-122.13175
110039596773,ATLANTA AUTO DISMANTLER,0,,http://echo.epa.gov/detailed-facility-report?fid=110039596773,37.638020000000004,-122.13207
110001162955,TOOL NETWORK INC,0,,http://echo.epa.gov/detailed-facility-report?fid=110001162955,37.70097,-122.07946000000001
110000783073,CONTAINER MANAGEMENT SERVICES,0,,http://echo.epa.gov/detailed-facility-report?fid=110000783073,37.654270000000004,-122.12593000000001
110001173612,PACIFIC COAST MFG CO,0,,http://echo.epa.gov/detailed-facility-report?fid=110001173612,37.69486,-121.90373999999998
110000483003,OWENS BROCKWAY GLASS CONTAINER,0,,http://echo.epa.gov/detailed-facility-report?fid=110000483003,37.66803,-122.10505
110039596755,AUTO DISMANTLING SPECIALIST,0,,http://echo.epa.gov/detailed-facility-report?fid=110039596755,37.63779,-122.13642
