REGISTRY_ID,FAC_NAME,noncomp_count,RCRA_FORMAL_ACTION_COUNT,DFR_URL,FAC_LAT,FAC_LONG
110041343089,SIGNAL ENERGY HOLDINGS CORPORATION,12,,http://echo.epa.gov/detailed-facility-report?fid=110041343089,33.763556,-84.7325
110000788933,"SAFETY-KLEEN SYSTEMS, INC",12,,http://echo.epa.gov/detailed-facility-report?fid=110000788933,33.56338,-84.34132
110000888184,TRIMAC TRANSPORTATION,9,2.0,http://echo.epa.gov/detailed-facility-report?fid=110000888184,33.552818,-84.598324
110016730411,GEORGIA ENVIRONMENTAL SPECIALISTS INC,9,1.0,http://echo.epa.gov/detailed-facility-report?fid=110016730411,33.566728000000005,-84.334191
110015326869,COMPASS CHEMICAL INTERNATIONAL LLC,9,,http://echo.epa.gov/detailed-facility-report?fid=110015326869,33.818518,-84.50057
110070594282,AMAZON.COM SERVICES LLC - DAT3,3,,http://echo.epa.gov/detailed-facility-report?fid=110070594282,33.62345,-84.47963
110070119798,STODDARD'S RANGE AND GUNS,3,,http://echo.epa.gov/detailed-facility-report?fid=110070119798,33.76258,-84.72538
110000500878,FIRST AMERICAN RESOURCES CORPORATION,3,,http://echo.epa.gov/detailed-facility-report?fid=110000500878,33.81353,-84.49444
110070490356,"LOWE'S OF DOUGLASVILLE, GA  #730",2,,http://echo.epa.gov/detailed-facility-report?fid=110070490356,33.724779999999996,-84.76055
110000880716,PHIBRO-TECH INC,2,,http://echo.epa.gov/detailed-facility-report?fid=110000880716,33.853941999999996,-84.649281
110070051552,AMAZON.COM SERVICES LLC - DAT1,2,,http://echo.epa.gov/detailed-facility-report?fid=110070051552,33.828540000000004,-84.50845
110045537932,CVS PHARMACY #2213,2,,http://echo.epa.gov/detailed-facility-report?fid=110045537932,33.563694,-84.468577
110015910246,GLOCK INC,1,,http://echo.epa.gov/detailed-facility-report?fid=110015910246,33.83462,-84.51731
110046433739,STAPLES NAD 4675,1,,http://echo.epa.gov/detailed-facility-report?fid=110046433739,33.766690000000004,-84.62873
110045538094,CVS PHARMACY #5725,1,,http://echo.epa.gov/detailed-facility-report?fid=110045538094,33.563272999999995,-84.518462
110057072073,INTERSPACE/CONCORDE BATTERY GEORGIA CORPORATION,1,,http://echo.epa.gov/detailed-facility-report?fid=110057072073,33.762376,-84.570778
110005721139,"STERICYCLE SPECIALTY WASTE SOLUTIONS, INC.",0,2.0,http://echo.epa.gov/detailed-facility-report?fid=110005721139,33.53537,-84.55743000000001
110040492847,BOYD CORPORATION,0,,http://echo.epa.gov/detailed-facility-report?fid=110040492847,33.55272,-84.54168
110000356953,OWENS CORNING INSULATING SYSYTEMS LLC FAIRBURN GA,0,,http://echo.epa.gov/detailed-facility-report?fid=110000356953,33.538889000000005,-84.616667
110013450078,SAMS CLUB #8287,0,,http://echo.epa.gov/detailed-facility-report?fid=110013450078,33.555366,-84.346774
