,FAC_NAME,noncomp_count,CWA_FORMAL_ACTION_COUNT,DFR_URL,FAC_LAT,FAC_LONG
9229,RAMAH WATER AND SANITATION,13,6.0,http://echo.epa.gov/detailed-facility-report?fid=110011027263,35.129499,-108.502584
12649,LOS ALAMOS COUNTY PUD-BAYO  WWTP,13,2.0,http://echo.epa.gov/detailed-facility-report?fid=110064604441,35.88747,-106.24622
14072,VILLAGE OF CHAMA,13,2.0,http://echo.epa.gov/detailed-facility-report?fid=110009831174,36.928361,-106.59169
10130,TOWN OF BERNALILLO,13,1.0,http://echo.epa.gov/detailed-facility-report?fid=110010686739,35.305644,-106.561725
11868,"GALLUP, CITY OF",13,1.0,http://echo.epa.gov/detailed-facility-report?fid=110030483732,35.516602,-108.816453
15556,"THE VILLAGE OF ANGELFIRE, WWTP",13,1.0,http://echo.epa.gov/detailed-facility-report?fid=110012304443,36.404782,-105.283925
18396,WASTE WATER TREATMENT PLANT,13,1.0,http://echo.epa.gov/detailed-facility-report?fid=110067022028,36.819643,-108.020808
123,RIVER VALLEY DAIRY,13,,http://echo.epa.gov/detailed-facility-report?fid=110011031515,32.104167,-106.633333
3287,MOUNTAIN VIEW DAIRY (VEGUITA),13,,http://echo.epa.gov/detailed-facility-report?fid=110013738651,32.1688,-106.684726
4324,"RUSSELL SAND & GRAVEL CO., INC.",13,,http://echo.epa.gov/detailed-facility-report?fid=110017751869,36.72909,-106.56938999999998
8326,STARKS AND SONS DAIRY,13,,http://echo.epa.gov/detailed-facility-report?fid=110028167800,34.594251,-103.187483
9327,PLACITAS DEVELOPMENT CORPORATION,13,,http://echo.epa.gov/detailed-facility-report?fid=110063867926,35.31525,-106.52261
10063,SOUTH SLOPE DAIRY,13,,http://echo.epa.gov/detailed-facility-report?fid=110011031588,34.530639,-103.055539
10349,DEL ORO DAIRY,13,,http://echo.epa.gov/detailed-facility-report?fid=110010622629,32.024840000000005,-106.62406
12539,SANTA FE COUNTY PUBLIC WORKS  NMR12AZ31,13,,http://echo.epa.gov/detailed-facility-report?fid=110063867935,35.52941699999999,-105.933694
15122,SOUTH SLOPE DAIRY,13,,http://echo.epa.gov/detailed-facility-report?fid=110011031579,34.39812,-103.200426
19628,RUIDOSO-RUIDOSO DOWNS WWTP,13,,http://echo.epa.gov/detailed-facility-report?fid=110010721950,33.34944,-105.66196
3061,FORT SUMNER WWTP,12,7.0,http://echo.epa.gov/detailed-facility-report?fid=110011027272,34.44437,-104.232784
14321,"CUBA, VILLAGE OF",12,3.0,http://echo.epa.gov/detailed-facility-report?fid=110009831156,35.993101,-106.98727
17440,"JEMEZ SPRINGS, VILLAGE OF",12,3.0,http://echo.epa.gov/detailed-facility-report?fid=110010655399,35.72672,-106.713952
