,FAC_NAME,noncomp_count,CWA_FORMAL_ACTION_COUNT,DFR_URL,FAC_LAT,FAC_LONG
134305,LANGSTON'S USED AUTO PARTS,13,1.0,http://echo.epa.gov/detailed-facility-report?fid=110021021213,28.021833,-82.350278
10743,AMERICAN AIRLINES INC,9,,http://echo.epa.gov/detailed-facility-report?fid=110044886077,27.977093,-82.53319
51014,ROCKTENN TAMPA RECYCLE PLANT,9,,http://echo.epa.gov/detailed-facility-report?fid=110043734581,27.99301,-82.43051
55894,"PEMCO WORLD AIR SERVICES, TERMINAL 2",9,,http://echo.epa.gov/detailed-facility-report?fid=110043247215,27.98501,-82.52539
68105,"ACE AA USED AUTO PARTS WAREHOUSE, INC",9,,http://echo.epa.gov/detailed-facility-report?fid=110012754055,27.971368,-82.41077
90356,AMERICAN AIRLINES,9,,http://echo.epa.gov/detailed-facility-report?fid=110007459614,27.960048,-82.532981
93342,CLIFF BERRY INC,9,,http://echo.epa.gov/detailed-facility-report?fid=110009693536,27.920389,-82.395234
106541,SUNCOAST TAMPA BAY BLOCK AND READY MIX COMPANY INC,9,,http://echo.epa.gov/detailed-facility-report?fid=110043729347,27.915451,-82.397141
110381,TAMPA INTERNATIONAL AIRPORT,9,,http://echo.epa.gov/detailed-facility-report?fid=110043731593,27.97675,-82.53315
118967,TAMPA STEEL & SUPPLY INC,9,,http://echo.epa.gov/detailed-facility-report?fid=110009078283,27.95728,-82.43061999999998
119528,HENDRY CORPORATION,9,,http://echo.epa.gov/detailed-facility-report?fid=110024249909,27.93828,-82.43951
126096,INDUSTRIAL GALVANIZERS TAMPA,9,,http://echo.epa.gov/detailed-facility-report?fid=110010624495,27.9725,-82.341939
28123,LOWRY PARK ZOO,8,,http://echo.epa.gov/detailed-facility-report?fid=110027852410,28.013472,-82.467919
28758,BUILDING MATERIALS MANUFACTURING CORP,8,,http://echo.epa.gov/detailed-facility-report?fid=110001737452,27.903476,-82.398312
81940,ST PETERSBURG MATERIAL RECOVERY FACILITY,8,,http://echo.epa.gov/detailed-facility-report?fid=110063617420,27.783539,-82.6603
128985,CITY OF TAMPA - HOWARD F. CURREN AWTP,7,3.0,http://echo.epa.gov/detailed-facility-report?fid=110000516727,27.9227,-82.4363
105437,FALKENBURG ADVANCED WASTEWATER TREATMENT PLANT,7,2.0,http://echo.epa.gov/detailed-facility-report?fid=110000509307,27.953056,-82.341389
41758,"MEADOW BURKE, LLC.",7,,http://echo.epa.gov/detailed-facility-report?fid=110005604373,27.909345,-82.398291
82546,MOSAIC FERTILIZER LLC - RIVERVIEW,7,,http://echo.epa.gov/detailed-facility-report?fid=110056968875,27.864473,-82.385841
116771,BALIMOY MANUFACTURING COMPANY,7,,http://echo.epa.gov/detailed-facility-report?fid=110002541045,27.88989,-82.527139
