REGISTRY_ID,FAC_NAME,noncomp_count,CWA_FORMAL_ACTION_COUNT,DFR_URL,FAC_LAT,FAC_LONG
110000732663,SPENCER WASTEWATER TREATMENT PLANT,13,1.0,http://echo.epa.gov/detailed-facility-report?fid=110000732663,42.231774,-72.013348
110000736865,WINCHENDON WATER POLLUTION CONTROL FACILITY,13,,http://echo.epa.gov/detailed-facility-report?fid=110000736865,42.68367,-72.08202
110009919375,UPTON WASTEWATER TREATMENT FACILITY,13,,http://echo.epa.gov/detailed-facility-report?fid=110009919375,42.163152000000004,-71.622011
110006744513,LEICESTER WATER SUPPLY WWTF,13,,http://echo.epa.gov/detailed-facility-report?fid=110006744513,42.240643,-71.91722299999999
110024373417,UPPER BLACKSTONE WASTEWATER TREATMENT PLANT,13,,http://echo.epa.gov/detailed-facility-report?fid=110024373417,42.212199,-71.788653
110000732609,WESTBOROUGH WASTEWATER TREATMENT PLANT,13,,http://echo.epa.gov/detailed-facility-report?fid=110000732609,42.280190000000005,-71.63248
110006648823,MCLAUGHLIN STATE TROUT HATCHERY,12,,http://echo.epa.gov/detailed-facility-report?fid=110006648823,42.267471,-72.338576
110001950602,RIVERDALE MILLS,12,,http://echo.epa.gov/detailed-facility-report?fid=110001950602,42.139137,-71.64139399999999
110056255387,PAN AM RAILWAYS YARD,12,,http://echo.epa.gov/detailed-facility-report?fid=110056255387,42.57221,-72.56679
110009917634,HARDWICK WATER POLLUTION CONTROL FACILITY,11,2.0,http://echo.epa.gov/detailed-facility-report?fid=110009917634,42.300309000000006,-72.214159
110034139634,OXFORD TRANSFER STATION,11,,http://echo.epa.gov/detailed-facility-report?fid=110034139634,42.19102,-71.89746
110017620047,TEKNOR APEX THERMOPLASTIC,11,,http://echo.epa.gov/detailed-facility-report?fid=110017620047,42.51536,-71.75069
110000491799,TURF CARE SUPPLY CORP,11,,http://echo.epa.gov/detailed-facility-report?fid=110000491799,42.368349,-72.632292
110000491851,WYMAN GORDON PLANT,11,,http://echo.epa.gov/detailed-facility-report?fid=110000491851,42.229565,-71.727977
110046471233,METALS RECYCLING LLC,11,,http://echo.epa.gov/detailed-facility-report?fid=110046471233,42.212405,-71.792833
110001950194,WTE RECYCLING INC,11,,http://echo.epa.gov/detailed-facility-report?fid=110001950194,42.574108,-72.581248
110064872375,SOUTHWORTH CO. TFM,11,,http://echo.epa.gov/detailed-facility-report?fid=110064872375,42.608670000000004,-72.56059
110025389345,TECHNETICS GROUP OXFORD INC,11,,http://echo.epa.gov/detailed-facility-report?fid=110025389345,42.07757,-71.88235
110000307917,NORTHEAST TREATERS INC,11,,http://echo.epa.gov/detailed-facility-report?fid=110000307917,42.26149,-72.40526
110006817098,QUEBECOR PRINTING,11,,http://echo.epa.gov/detailed-facility-report?fid=110006817098,42.53922,-71.73989
