REGISTRY_ID,FAC_NAME,noncomp_count,CAA_FORMAL_ACTION_COUNT,DFR_URL,FAC_LAT,FAC_LONG
110001858026,ADM GRAIN COMPANY,12,,http://echo.epa.gov/detailed-facility-report?fid=110001858026,35.096070000000005,-90.1058
110000374130,US TVA ALLEN FOSSIL PLANT,12,,http://echo.epa.gov/detailed-facility-report?fid=110000374130,35.0741,-90.1488
110000374041,AB MAURI FLEISCHMANN'S,3,,http://echo.epa.gov/detailed-facility-report?fid=110000374041,35.075784999999996,-90.086
110012629584,MEMPHIS CITY MAXSON WASTEWATER TREATMENT,2,1.0,http://echo.epa.gov/detailed-facility-report?fid=110012629584,35.06935,-90.1316
110000766118,"WIT-CON, LLC",1,1.0,http://echo.epa.gov/detailed-facility-report?fid=110000766118,35.0062,-89.87703
110001857839,STANDARD CONSTRUCTION COMPANY,1,1.0,http://echo.epa.gov/detailed-facility-report?fid=110001857839,35.1451,-89.81562
110004960524,KEELER IRON WORKS,1,1.0,http://echo.epa.gov/detailed-facility-report?fid=110004960524,35.09422,-90.11358
110056986392,BIOENERGY DEVELOPMENT GROUP LLC,1,1.0,http://echo.epa.gov/detailed-facility-report?fid=110056986392,35.10454,-89.9884
110070029176,IMPACT INNOVATIONS,1,1.0,http://echo.epa.gov/detailed-facility-report?fid=110070029176,35.0204,-89.85248
110009446643,PENNAKEM LLC,1,1.0,http://echo.epa.gov/detailed-facility-report?fid=110009446643,35.173611,-89.94888900000001
110000374238,"METAL PREP II, INC.",1,,http://echo.epa.gov/detailed-facility-report?fid=110000374238,35.0959,-90.10405
110000374470,SFI OF TENNESSEE,1,,http://echo.epa.gov/detailed-facility-report?fid=110000374470,35.03542,-89.90535
110008125331,HERSHEY FOODS CORPORATION-MEMPHIS,1,,http://echo.epa.gov/detailed-facility-report?fid=110008125331,35.1211,-90.06555999999999
110070106521,LANXESS OXONE MEMPHIS PLANT,1,,http://echo.epa.gov/detailed-facility-report?fid=110070106521,35.27213,-89.97896
110037965182,AMERICAN YEAST CORP TENNESSEE,1,,http://echo.epa.gov/detailed-facility-report?fid=110037965182,35.195724,-90.050823
110000820559,ST  JUDE CHILDREN'S RESEARCH HOSPITAL,1,,http://echo.epa.gov/detailed-facility-report?fid=110000820559,35.152289,-90.044675
110007192439,"APAC TENNESSEE, INC.",0,2.0,http://echo.epa.gov/detailed-facility-report?fid=110007192439,35.018106,-89.888013
110038780717,AMERIPRIDE SERVICES,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110038780717,35.13373,-90.03356
110012629469,FEDERAL EXPRESS CORPORATION,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110012629469,35.064597,-89.96757
110000374390,BLUES CITY BREWERY LLC,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110000374390,35.0324,-89.8989
