,FAC_NAME,noncomp_count,RCRA_FORMAL_ACTION_COUNT,DFR_URL,FAC_LAT,FAC_LONG
106774,INTERNATIONAL AUTO PARTS RECYCLING LLC,12,3.0,http://echo.epa.gov/detailed-facility-report?fid=110064211099,28.34533,-82.50286
16662,ROBBINS MANUFACTURING CO,12,2.0,http://echo.epa.gov/detailed-facility-report?fid=110054829806,28.55298,-82.0548
30735,PLATING MIAMI INC,12,2.0,http://echo.epa.gov/detailed-facility-report?fid=110038856896,25.894387,-80.264845
91440,MORGAN ENVIRONMENTAL ENTERPRISES INC,12,2.0,http://echo.epa.gov/detailed-facility-report?fid=110039560392,28.86832,-82.360184
110302,AUTO RESTORATION DEPOT INC,12,2.0,http://echo.epa.gov/detailed-facility-report?fid=110027955247,27.546449,-81.813921
66005,POTTER'S AUTO CARE,12,1.0,http://echo.epa.gov/detailed-facility-report?fid=110070119695,30.51013,-87.21256
92990,"GATOR METAL FINISHING, LLC",12,1.0,http://echo.epa.gov/detailed-facility-report?fid=110008315778,26.2975,-80.106111
7929,CREATIVE RECYCLING SYSTEMS OF NORTH FLORIDA LLC,12,,http://echo.epa.gov/detailed-facility-report?fid=110041666970,30.38068,-84.30395
9351,SOUTHERN ERECTORS INC,12,,http://echo.epa.gov/detailed-facility-report?fid=110062673548,30.535972,-87.39678
16520,IMPERIAL CLEANERS,12,,http://echo.epa.gov/detailed-facility-report?fid=110035741061,26.18894,-80.12836999999998
21005,SEA RAY BOATS INC,12,,http://echo.epa.gov/detailed-facility-report?fid=110047714615,29.495833,-81.149722
26719,"CORONET INDUSTRIES, INC.",12,,http://echo.epa.gov/detailed-facility-report?fid=110005632681,27.990893,-82.078393
59680,PCS PHOSPHATE WHITE SPRINGS,12,,http://echo.epa.gov/detailed-facility-report?fid=110000588640,30.408106,-82.787465
66660,ATLAND RECYCLING INC,12,,http://echo.epa.gov/detailed-facility-report?fid=110042182884,27.26335,-80.86298000000002
72803,MAT CHEMICAL,12,,http://echo.epa.gov/detailed-facility-report?fid=110009272937,25.861932,-80.342253
77963,FEDEX FREIGHT INC,12,,http://echo.epa.gov/detailed-facility-report?fid=110032832754,25.880891,-80.365713
80476,FEDEX GROUND ORLANDO,12,,http://echo.epa.gov/detailed-facility-report?fid=110005641699,28.461953,-81.427714
118888,DUPONT CHEMICALS - STARKE FACILITY,12,,http://echo.epa.gov/detailed-facility-report?fid=110007242947,29.915556,-82.033333
126159,DESIGNER CHOICE CABINETS AKA ATLANTIC CABINETS,12,,http://echo.epa.gov/detailed-facility-report?fid=110057448267,28.32129,-80.722
135018,LIGHTPATH TECHNOLOGIES,12,,http://echo.epa.gov/detailed-facility-report?fid=110027960838,28.574728000000004,-81.19633
