,FAC_NAME,noncomp_count,CAA_FORMAL_ACTION_COUNT,DFR_URL,FAC_LAT,FAC_LONG
21967,DOMTAR PAPER CO LLC PLYMOUTH MILL,11,3.0,http://echo.epa.gov/detailed-facility-report?fid=110013794000,35.86171599999999,-76.77968299999998
20168,NORTH CAROLINA CENTRAL UNIVERSITY,5,2.0,http://echo.epa.gov/detailed-facility-report?fid=110000847709,35.97591,-78.90111999999998
20450,"ROSE BROTHERS PAVING COMPANY, INC. - GREENVILLE",5,1.0,http://echo.epa.gov/detailed-facility-report?fid=110027999708,35.68059,-77.36496
47631,H C COMPOSITES LLC,5,1.0,http://echo.epa.gov/detailed-facility-report?fid=110007659033,35.8876,-77.55041
22229,PERDUE FARMS INCORPORATED - COFIELD,5,,http://echo.epa.gov/detailed-facility-report?fid=110007376865,36.36325,-76.89573
27,"W.E. PARTNERS II, LLC - LEWISTON WOODVILLE",4,2.0,http://echo.epa.gov/detailed-facility-report?fid=110043221484,36.144186,-77.210758
32840,ROSEMARY POWER STATION,4,1.0,http://echo.epa.gov/detailed-facility-report?fid=110001483261,36.452527,-77.66040799999998
40523,KENNAMETAL INC,4,1.0,http://echo.epa.gov/detailed-facility-report?fid=110000346910,36.292666,-78.4015
46819,EDGECOMBE POWER STATION,4,,http://echo.epa.gov/detailed-facility-report?fid=110022568531,36.03546,-77.74915
47982,GOLDSBORO MILLING CO. - GOLDSBORO,3,,http://echo.epa.gov/detailed-facility-report?fid=110001482217,35.36545,-77.88958000000002
1600,PACIFIC SEACRAFT,2,,http://echo.epa.gov/detailed-facility-report?fid=110038457149,35.548354,-77.065613
1786,EMPIRE INDUSTRIES INCORPORATED,2,,http://echo.epa.gov/detailed-facility-report?fid=110000836258,35.91847,-77.53087
16349,COOPER STANDARD - FEDELON TRAIL,2,,http://echo.epa.gov/detailed-facility-report?fid=110000346885,35.41433,-77.98801
28162,"KEIHIN CAROLINA SYSTEMS TECHNOLOGY, LLC",2,,http://echo.epa.gov/detailed-facility-report?fid=110012707419,35.878283,-77.585133
30277,RESINALL CORPORATION,2,,http://echo.epa.gov/detailed-facility-report?fid=110006848322,36.512899,-77.189712
30506,ANNS HOUSE OF NUTS,2,,http://echo.epa.gov/detailed-facility-report?fid=110018783921,35.82162,-77.25095
45951,BANDAG,2,,http://echo.epa.gov/detailed-facility-report?fid=110000347009,36.29565,-78.60858
4697,CONSOLIDATED DIESEL COMPANY,1,1.0,http://echo.epa.gov/detailed-facility-report?fid=110007659471,36.0953,-77.72715
1349,"AVOCA, INCORPORATED",1,,http://echo.epa.gov/detailed-facility-report?fid=110042039692,36.00056,-76.71005
5867,CAROLINA SUNROCK CORPORATION,1,,http://echo.epa.gov/detailed-facility-report?fid=110001477857,36.12147,-78.77337
