,FAC_NAME,noncomp_count,CAA_FORMAL_ACTION_COUNT,DFR_URL,FAC_LAT,FAC_LONG
1313,PROVIDENCE HOSPITAL,12,1.0,http://echo.epa.gov/detailed-facility-report?fid=110001967774,38.94287,-76.99115
878,MARRIOTT WARDMAN PARK,12,,http://echo.epa.gov/detailed-facility-report?fid=110002005703,38.92492,-77.05476
2662,US GSA HEATING AND TRANSMISSION,12,,http://echo.epa.gov/detailed-facility-report?fid=110002486257,38.885222,-77.02962
2761,L'ENFANT PLAZA,12,,http://echo.epa.gov/detailed-facility-report?fid=110001967747,38.88303,-77.025719
2040,MEDSTAR WASHINGTON HOSPITAL CENTER,11,1.0,http://echo.epa.gov/detailed-facility-report?fid=110002005810,38.93088,-77.01586
1009,AMERICAN UNIVERSITY,8,1.0,http://echo.epa.gov/detailed-facility-report?fid=110029198972,38.93842,-77.08659
546,D.C. GENERAL HOSPITAL,8,,http://echo.epa.gov/detailed-facility-report?fid=110002005641,38.884851,-76.97811999999998
790,U.S. SOLDIERS' AND AIRMEN'S HOME,6,3.0,http://echo.epa.gov/detailed-facility-report?fid=110002498976,38.936555,-77.006885
2474,HOWARD UNIVERSITY,6,1.0,http://echo.epa.gov/detailed-facility-report?fid=110038115875,38.9204,-77.02077
2413,SMITHSONIAN NATIONAL MUSEUM OF THE AMERICAN INDIAN,3,1.0,http://echo.epa.gov/detailed-facility-report?fid=110037956478,38.89269,-77.00169
553,GALLAUDET UNIVERSITY,2,2.0,http://echo.epa.gov/detailed-facility-report?fid=110029246796,38.90476,-76.99489
829,WASHINGTON HILTON HOTEL,1,,http://echo.epa.gov/detailed-facility-report?fid=110002007836,38.915909,-77.04634
1975,WATERGATE CENTRAL PLANT,1,,http://echo.epa.gov/detailed-facility-report?fid=110002006481,38.89935,-77.05439
2200,VERIZON WASHINGTON DC INC.,1,,http://echo.epa.gov/detailed-facility-report?fid=110056289706,38.88319,-77.01026999999998
1993,NAVAL STATION ANACOSTIA,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110000832564,38.92466,-77.00898000000002
2,YELLOW CAB COMPANY OF D. C.,0,,http://echo.epa.gov/detailed-facility-report?fid=110001968274,38.91237,-76.97633
5,BERGMANN'S LAUNDRY,0,,http://echo.epa.gov/detailed-facility-report?fid=110002498510,38.89957,-77.04254
10,SARGENT CLEANERS,0,,http://echo.epa.gov/detailed-facility-report?fid=110002005838,38.9217,-77.07239
13,OPE'S LAUNDROMAT & DRYCLEANING,0,,http://echo.epa.gov/detailed-facility-report?fid=110006552943,38.876233,-77.009261
36,NEW YORK AVE BP,0,,http://echo.epa.gov/detailed-facility-report?fid=110001968764,38.91439,-76.9888
