REGISTRY_ID,FAC_NAME,noncomp_count,CAA_FORMAL_ACTION_COUNT,DFR_URL,FAC_LAT,FAC_LONG
110000602991,PSNH - SCHILLER STATION,10,,http://echo.epa.gov/detailed-facility-report?fid=110000602991,43.09726,-70.783801
110004096781,NEW HAMPSHIRE STAMPING CO INC,1,2.0,http://echo.epa.gov/detailed-facility-report?fid=110004096781,42.99548,-71.52233000000001
110001523922,TEREX USA LLC,1,,http://echo.epa.gov/detailed-facility-report?fid=110001523922,42.87089,-71.05844
110033022271,"HARVEY INDUSTRIES, INC., D/B/A HARVEY BUILDING PRODUCTS",1,,http://echo.epa.gov/detailed-facility-report?fid=110033022271,42.92915,-71.38325
110003920455,PIKE INDUSTRIES INC - BRENTWOOD,1,,http://echo.epa.gov/detailed-facility-report?fid=110003920455,43.00325,-71.01361999999999
110007133271,PLOURDE SAND & GRAVEL,1,,http://echo.epa.gov/detailed-facility-report?fid=110007133271,43.108891,-71.473499
110013866904,UNIVERSITY OF NEW HAMPSHIRE MAINTAINENCE BUILDING,1,,http://echo.epa.gov/detailed-facility-report?fid=110013866904,43.136944,-70.936389
110000884017,"FOSS MANUFACTURING COMPANY, LLC",0,2.0,http://echo.epa.gov/detailed-facility-report?fid=110000884017,42.945699,-70.845662
110000581335,NOVEL IRON WORKS INCORPORATED,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110000581335,43.03942,-70.81326
110012252196,"TORROMEO INDUSTRIES, INC.",0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110012252196,42.867523999999996,-71.091447
110069329658,"DOVER, CITY OF - CITY HALL",0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110069329658,43.193529999999996,-70.87427
110000883982,ELECTROCRAFT NEW HAMPSHIRE INC,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110000883982,43.17868,-70.9026
110023120424,MOUNT CRANMORE SKI RESORT,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110023120424,44.05533,-71.11910999999999
110032989522,TEXTILES COATED INTERNATIONAL,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110032989522,42.934259999999995,-71.42990999999999
110000570169,HIGH LINER FOODS (USA) INC,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110000570169,43.061170000000004,-70.79408000000001
110007380618,PINETREE POWER,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110007380618,43.833645000000004,-71.19586899999999
110020142987,SOMERSWORTH WASTEWATER TREATMENT PLANT,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110020142987,43.251455,-70.840091
110041891646,"NEWMARKET, TOWN OF - WPCF",0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110041891646,43.073389,-70.934813
110070029231,COMCAST - DERRY HEADEND,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110070029231,42.854690000000005,-71.27896
110000313660,GE CO,0,,http://echo.epa.gov/detailed-facility-report?fid=110000313660,43.061504,-71.447873
